sender,sender_type,sender_id,timestamp,meta,,Blank,DownLeft1,DownLeft2,DownLeft3,DownLeft4,DownLeft5,DownLeft6,DownRight1,DownRight2,DownRight3,DownRight4,DownRight5,DownRight6,FoodHabits_Fru_item1,FoodHabits_Fru_item2,FoodHabits_Fru_item3,FoodHabits_Fru_item4,FoodHabits_Fru_item5,FoodHabits_Fru_item6,FoodHabits_Fru_item7,FoodHabits_Meat_item1,FoodHabits_Meat_item2,FoodHabits_Meat_item3,FoodHabits_Meat_item4,FoodHabits_Meat_item5,FoodHabits_Meat_item6,FoodHabits_Meat_item7,FoodHabits_Swe_item1,FoodHabits_Swe_item2,FoodHabits_Swe_item3,FoodHabits_Swe_item4,FoodHabits_Swe_item5,FoodHabits_Swe_item6,FoodHabits_Swe_item7,FoodHabits_Veg_item1,FoodHabits_Veg_item2,FoodHabits_Veg_item3,FoodHabits_Veg_item4,FoodHabits_Veg_item5,FoodHabits_Veg_item6,FoodHabits_Veg_item7,ImgA,ImgB,LeftBar,PSS_item01,PSS_item02,PSS_item03,PSS_item04,PSS_item05,PSS_item06,PSS_item07,PSS_item08,PSS_item09,PSS_item10,RefA,RefB,RefB1,RefB2,RefB3,RefB4,RefB5,RefB6,RefB7,Ref_PB,RightBar,UpLeft1,UpLeft2,UpLeft3,UpLeft4,UpLeft5,UpLeft6,UpRight1,UpRight2,UpRight3,UpRight4,UpRight5,UpRight6,VarA,VarA1,VarA2,VarA3,VarA4,VarB,VarB1,VarB2,VarB3,VarB4,VarB5,VarB6,Var_PB,attCheck_fileA,attCheck_fileB,attCheck_fileC,attCheck_fileD,attCheck_options,attCheck_valueA,attCheck_valueB,attCheck_valueC,attCheck_valueD,attention_check,block,browser_name,choseL,choseR,consent_form1,consent_form2,consentconfirmation_form1,consentconfirmation_form2,correct,correctResponse,diet,disorder,duration,edu,ended_on,enjoy,full_version,gender,group,hunger,img,imgTask,input_age,input_meal,input_occ,input_remark,lateRespFeed,list,major_version,message,mixQ_item1,mixQ_item2,mixQ_item3,mixQ_item4,mixQ_item5,name,navigator_appName,navigator_userAgent,os,pracQ1_IDa,pracQ1_IDb,pracQ1_IDc,pracQ1_IDd,pracQ1_optionA,pracQ1_optionB,pracQ1_optionC,pracQ1_optionD,pracQ1_valueA,pracQ1_valueB,pracQ1_valueC,pracQ1_valueD,pracQ2_IDa,pracQ2_IDb,pracQ2_IDc,pracQ2_optionA,pracQ2_optionB,pracQ2_optionC,pracQ2_valueA,pracQ2_valueB,pracQ2_valueC,pracQ4_IDa,pracQ4_IDb,pracQ4_IDc,pracQ4_IDd,pracQ4_optionA,pracQ4_optionB,pracQ4_optionC,pracQ4_optionD,pracQ4_valueA,pracQ4_valueB,pracQ4_valueC,pracQ4_valueD,pracQ5_IDa,pracQ5_IDb,pracQ5_IDc,pracQ5_IDd,pracQ5_optionA,pracQ5_optionB,pracQ5_optionC,pracQ5_optionD,pracQ5_valueA,pracQ5_valueB,pracQ5_valueC,pracQ5_valueD,prefHealty,prefUnhealthy,rep,response,response_action,skip,snack,sublock,subtitle,task_difficulty,task_engagement,task_focus,textL,textR,time_commit,time_end,time_render,time_run,time_show,time_switch,trial_count,trial_countO,url,valence
fixCross,canvas.Screen,2_4_3_6_1_4_4_0_0_1_0,2021-01-14T19:09:06.664Z,,,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB08.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB08.png,,,,,,,,,,,1,,,,,,,,,,,,1200.0540000000037,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,892568.9050000074,892567.709,891817.637,891823.5450000066,891834.303,893034.357,157,,,
timeout,canvas.Screen,2_4_3_6_1_4_4_0_0_1_1,2021-01-14T19:09:07.613Z,,,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB08.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB08.png,,,,,,,,,,,1,,,,,,,,,,,,983.2640000000829,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,893518.3700000052,893517.641,892567.709,893043.2750000036,893034.357,894017.621,,,,
choice,canvas.Screen,2_4_3_6_1_4_4_0_0_1_2,2021-01-14T19:09:08.117Z,,,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB08.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB08.png,,,,,,,,,,,1,,,,,,,,,,,,228.054000005126,,response,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,left,keydown(ArrowLeft),false,,4,,,,,,,894021.7899999989,893745.6950000051,893517.641,894009.9650000047,,894484.389,,157,,
square,canvas.Screen,2_4_3_6_1_4_4_0_0_1_3,2021-01-14T19:09:09.565Z,,,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB08.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB08.png,,,,,,,,,,,1,,#33ff3f,#808080,,,,,,,,,1000.1020000000717,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,black,white,895470.2650000108,895467.825,894017.621,894491.405000008,894484.389,895484.491,,,,
ITI_late,canvas.Screen,2_4_3_6_1_4_4_0_0_1_4,2021-01-14T19:09:10.814Z,,,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB08.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB08.png,,,,,,,,,,,1,,,,,,,,,,,,1249.844999999972,,timeout,,,,,,,,,,,,white,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,896719.265000007,896717.67,895467.825,895471.9400000031,895484.491,896734.336,,,,
choice_sequence,flow.Sequence,2_4_3_6_1_4_4_0_0_1,2021-01-14T19:09:10.815Z,,,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB08.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB08.png,,,,,,,,,,,1,,,,,,,,,,,,4883.367000000086,,completion,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,896719.8300000018,896717.67,891817.637,891822.5500000117,891834.303,896734.336,,,,
fixCross,canvas.Screen,2_4_3_6_1_4_4_0_0_2_0,2021-01-14T19:09:11.414Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB06.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",3,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,PB06.png,,,,,,,,,,,1,,,,,,,,,,,,983.2950000000419,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,897319.4300000032,897317.647,896717.67,896725.9800000029,896734.336,897717.631,158,,,
timeout,canvas.Screen,2_4_3_6_1_4_4_0_0_2_1,2021-01-14T19:09:12.297Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB06.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",3,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,PB06.png,,,,,,,,,,,1,,,,,,,,,,,,916.6649999999208,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,898201.6350000049,898200.98,897317.647,897730.3050000046,897717.631,898634.296,,,,
choice,canvas.Screen,2_4_3_6_1_4_4_0_0_2_2,2021-01-14T19:09:12.744Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB06.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",3,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,PB06.png,,,,,,,,,,,1,,,,,,,,,,,,252.71999999822583,,response,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,right,keydown(ArrowRight),false,,4,,,,,,,898648.6650000006,898453.6999999982,898200.98,898642.5250000029,,899067.709,,158,,
square,canvas.Screen,2_4_3_6_1_4_4_0_0_2_3,2021-01-14T19:09:14.147Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB06.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",3,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,PB06.png,,,,,,,,,,,1,,#808080,#33ff3f,,,,,,,,,999.9610000000102,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,white,black,900052.3700000049,900051.004,898634.296,899069.5150000101,899067.709,900067.67,,,,
ITI_late,canvas.Screen,2_4_3_6_1_4_4_0_0_2_4,2021-01-14T19:09:14.398Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB06.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",3,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,PB06.png,,,,,,,,,,,1,,,,,,,,,,,,250.01399999996647,,timeout,,,,,,,,,,,,white,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,900303.0850000068,900301.018,900051.004,900054.0350000083,900067.67,900317.684,,,,
choice_sequence,flow.Sequence,2_4_3_6_1_4_4_0_0_2,2021-01-14T19:09:14.399Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB06.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",3,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,PB06.png,,,,,,,,,,,1,,,,,,,,,,,,3566.68200000003,,completion,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,900303.7150000018,900301.018,896717.67,896724.9149999989,896734.336,900317.684,,,,
fixCross,canvas.Screen,2_4_3_6_1_4_4_0_0_3_0,2021-01-14T19:09:14.897Z,,,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB01.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",0,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,PB01.png,,,,,,,,,,,1,,,,,,,,,,,,833.3739999999525,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,900802.090000012,900801.072,900301.018,900309.2699999979,900317.684,901151.058,159,,,
timeout,canvas.Screen,2_4_3_6_1_4_4_0_0_3_1,2021-01-14T19:09:15.730Z,,,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB01.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",0,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,PB01.png,,,,,,,,,,,1,,,,,,,,,,,,866.6770000000251,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,901635.2250000054,901634.417,900801.072,901159.8999999987,901151.058,902017.735,,,,
choice,canvas.Screen,2_4_3_6_1_4_4_0_0_3_2,2021-01-14T19:09:16.274Z,,,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB01.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",0,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,PB01.png,,,,,,,,,,,1,,,,,,,,,,,,160.05500000156462,,response,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,left,keydown(ArrowLeft),false,,4,,,,,,,902178.899999999,902177.7900000016,901634.417,902020.3049999982,902017.735,902551.036,,159,,
square,canvas.Screen,2_4_3_6_1_4_4_0_0_3_3,2021-01-14T19:09:17.632Z,,,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB01.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",0,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,PB01.png,,,,,,,,,,,1,,#33ff3f,#808080,,,,,,,,,999.9990000000689,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,black,white,903536.7800000095,903534.369,902534.37,902538.0149999983,902551.036,903551.035,,,,
ITI_late,canvas.Screen,2_4_3_6_1_4_4_0_0_3_4,2021-01-14T19:09:18.131Z,,,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB01.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",0,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,PB01.png,,,,,,,,,,,1,,,,,,,,,,,,499.9749999999767,,timeout,,,,,,,,,,,,white,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,904035.9700000117,904034.344,903534.369,903539.0600000101,903551.035,904051.01,,,,
choice_sequence,flow.Sequence,2_4_3_6_1_4_4_0_0_3,2021-01-14T19:09:18.131Z,,,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB01.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",0,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,PB01.png,,,,,,,,,,,1,,,,,,,,,,,,3716.6600000000326,,completion,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,904036.4550000086,904034.344,900301.018,900308.2850000064,900317.684,904051.01,,,,
